Destination_Region;Country_Name;indicatorId;geoUnit;Year; Students_Outbound
;Sri Lanka;OE.5T8.40515;LKA;2007;4640
;Sri Lanka;OE.5T8.40515;LKA;2008;5757
;Sri Lanka;OE.5T8.40515;LKA;2009;6002
;Sri Lanka;OE.5T8.40515;LKA;2010;6254
;Sri Lanka;OE.5T8.40515;LKA;2011;5823
;Sri Lanka;OE.5T8.40515;LKA;2012;5988
;Sri Lanka;OE.5T8.40515;LKA;2013;6492
;Sri Lanka;OE.5T8.40515;LKA;2014;6998
;Sri Lanka;OE.5T8.40515;LKA;2015;8068
;Sri Lanka;OE.5T8.40515;LKA;2016;9880
;Sri Lanka;OE.5T8.40515;LKA;2017;11842
;Sri Lanka;OE.5T8.40515;LKA;2018;14871
;Nepal;OE.5T8.40515;NPL;2000;897
;Nepal;OE.5T8.40515;NPL;2001;1335
;Nepal;OE.5T8.40515;NPL;2002;2019
;Nepal;OE.5T8.40515;NPL;2003;2183
;Nepal;OE.5T8.40515;NPL;2004;2058
;Nepal;OE.5T8.40515;NPL;2005;2294
;Nepal;OE.5T8.40515;NPL;2006;2818
;Nepal;OE.5T8.40515;NPL;2007;4420
;Nepal;OE.5T8.40515;NPL;2008;5542
;Nepal;OE.5T8.40515;NPL;2009;6311
;Nepal;OE.5T8.40515;NPL;2010;7650
;Nepal;OE.5T8.40515;NPL;2011;9392
;Nepal;OE.5T8.40515;NPL;2012;9705
;Nepal;OE.5T8.40515;NPL;2013;10852
;Nepal;OE.5T8.40515;NPL;2014;13817
;Nepal;OE.5T8.40515;NPL;2015;18665
;Nepal;OE.5T8.40515;NPL;2016;25052
;Nepal;OE.5T8.40515;NPL;2017;35941
;Nepal;OE.5T8.40515;NPL;2018;50250
;Pakistan;OE.5T8.40515;PAK;2000;1338
;Pakistan;OE.5T8.40515;PAK;2001;1458
;Pakistan;OE.5T8.40515;PAK;2002;2233
;Pakistan;OE.5T8.40515;PAK;2003;2805
;Pakistan;OE.5T8.40515;PAK;2004;2438
;Pakistan;OE.5T8.40515;PAK;2005;2675
;Pakistan;OE.5T8.40515;PAK;2006;3265
;Pakistan;OE.5T8.40515;PAK;2007;3781
;Pakistan;OE.5T8.40515;PAK;2008;4249
;Pakistan;OE.5T8.40515;PAK;2009;4874
;Pakistan;OE.5T8.40515;PAK;2010;5464
;Pakistan;OE.5T8.40515;PAK;2011;5770
;Pakistan;OE.5T8.40515;PAK;2012;6987
;Pakistan;OE.5T8.40515;PAK;2013;9040
;Pakistan;OE.5T8.40515;PAK;2014;11679
;Pakistan;OE.5T8.40515;PAK;2015;14022
;Pakistan;OE.5T8.40515;PAK;2016;16730
;Pakistan;OE.5T8.40515;PAK;2017;16401
;Pakistan;OE.5T8.40515;PAK;2018;18079
;Afghanistan;OE.5T8.40525;AFG;2012;951
;Afghanistan;OE.5T8.40525;AFG;2013;1415
;Afghanistan;OE.5T8.40525;AFG;2014;1626
;Afghanistan;OE.5T8.40525;AFG;2015;1736
;Afghanistan;OE.5T8.40525;AFG;2016;1916
;Afghanistan;OE.5T8.40525;AFG;2017;1946
;Afghanistan;OE.5T8.40525;AFG;2018;1944
;Afghanistan;OE.5T8.40525;AFG;2019;1726
;Afghanistan;OE.5T8.40525;AFG;2020;1753
;Afghanistan;OE.5T8.40525;AFG;2021;1954
;Afghanistan;OE.5T8.40525;AFG;2022;1917
;Afghanistan;OE.5T8.40525;AFG;2023;1794
;Bangladesh;OE.5T8.40525;BGD;2012;1130
;Bangladesh;OE.5T8.40525;BGD;2013;1424
;Bangladesh;OE.5T8.40525;BGD;2014;1579
;Bangladesh;OE.5T8.40525;BGD;2015;1691
;Bangladesh;OE.5T8.40525;BGD;2016;1767
;Bangladesh;OE.5T8.40525;BGD;2017;1807
;Bangladesh;OE.5T8.40525;BGD;2018;1853
;Bangladesh;OE.5T8.40525;BGD;2019;2119
;Bangladesh;OE.5T8.40525;BGD;2020;2309
;Bangladesh;OE.5T8.40525;BGD;2021;2467
;Bangladesh;OE.5T8.40525;BGD;2022;2436
;Bangladesh;OE.5T8.40525;BGD;2023;2730
;India;OE.5T8.40525;IND;2012;9483
;India;OE.5T8.40525;IND;2013;10350
;India;OE.5T8.40525;IND;2014;10752
;India;OE.5T8.40525;IND;2015;11011
;India;OE.5T8.40525;IND;2016;11296
;India;OE.5T8.40525;IND;2017;11040
;India;OE.5T8.40525;IND;2018;11243
;India;OE.5T8.40525;IND;2019;10564
;India;OE.5T8.40525;IND;2020;10812
;India;OE.5T8.40525;IND;2021;10948
;India;OE.5T8.40525;IND;2022;11062
;India;OE.5T8.40525;IND;2023;11215
;Sri Lanka;OE.5T8.40525;LKA;2012;446
;Sri Lanka;OE.5T8.40525;LKA;2013;568
;Sri Lanka;OE.5T8.40525;LKA;2014;608
;Sri Lanka;OE.5T8.40525;LKA;2015;608
;Sri Lanka;OE.5T8.40525;LKA;2016;617
;Sri Lanka;OE.5T8.40525;LKA;2017;595
;Sri Lanka;OE.5T8.40525;LKA;2018;592
;Sri Lanka;OE.5T8.40525;LKA;2019;539
;Sri Lanka;OE.5T8.40525;LKA;2020;567
;Sri Lanka;OE.5T8.40525;LKA;2021;627
;Sri Lanka;OE.5T8.40525;LKA;2022;643
;Sri Lanka;OE.5T8.40525;LKA;2023;623
;Nepal;OE.5T8.40525;NPL;2012;239
;Nepal;OE.5T8.40525;NPL;2013;378
;Nepal;OE.5T8.40525;NPL;2014;425
;Nepal;OE.5T8.40525;NPL;2015;438
;Nepal;OE.5T8.40525;NPL;2016;479
;Nepal;OE.5T8.40525;NPL;2017;464
;Nepal;OE.5T8.40525;NPL;2018;241
;Nepal;OE.5T8.40525;NPL;2019;229
;Nepal;OE.5T8.40525;NPL;2020;241
;Nepal;OE.5T8.40525;NPL;2021;299
;Nepal;OE.5T8.40525;NPL;2022;328
;Nepal;OE.5T8.40525;NPL;2023;341
;Pakistan;OE.5T8.40525;PAK;2012;6275
;Pakistan;OE.5T8.40525;PAK;2013;7970
;Pakistan;OE.5T8.40525;PAK;2014;8701
;Pakistan;OE.5T8.40525;PAK;2015;8768
;Pakistan;OE.5T8.40525;PAK;2016;8963
;Pakistan;OE.5T8.40525;PAK;2017;8787
;Pakistan;OE.5T8.40525;PAK;2018;8653
;Pakistan;OE.5T8.40525;PAK;2019;6886
;Pakistan;OE.5T8.40525;PAK;2020;6865
;Pakistan;OE.5T8.40525;PAK;2021;6611
;Pakistan;OE.5T8.40525;PAK;2022;6635
;Pakistan;OE.5T8.40525;PAK;2023;6938
;Afghanistan;OE.5T8.40530;AFG;2000;449
;Afghanistan;OE.5T8.40530;AFG;2001;367
;Afghanistan;OE.5T8.40530;AFG;2002;346
;Afghanistan;OE.5T8.40530;AFG;2003;232
;Afghanistan;OE.5T8.40530;AFG;2004;222
;Afghanistan;OE.5T8.40530;AFG;2005;274
;Afghanistan;OE.5T8.40530;AFG;2006;405
;Afghanistan;OE.5T8.40530;AFG;2007;457
;Afghanistan;OE.5T8.40530;AFG;2008;792
;Afghanistan;OE.5T8.40530;AFG;2009;969
;Afghanistan;OE.5T8.40530;AFG;2010;1188
;Afghanistan;OE.5T8.40530;AFG;2011;1349
;Afghanistan;OE.5T8.40530;AFG;2012;1537
;Afghanistan;OE.5T8.40530;AFG;2013;1664
;Afghanistan;OE.5T8.40530;AFG;2014;2682
;Afghanistan;OE.5T8.40530;AFG;2015;4046
;Afghanistan;OE.5T8.40530;AFG;2016;4750
;Afghanistan;OE.5T8.40530;AFG;2017;5696
;Afghanistan;OE.5T8.40530;AFG;2018;6387
;Afghanistan;OE.5T8.40530;AFG;2019;7372
;Afghanistan;OE.5T8.40530;AFG;2020;9384
;Afghanistan;OE.5T8.40530;AFG;2021;10422
;Afghanistan;OE.5T8.40530;AFG;2022;10806
;Afghanistan;OE.5T8.40530;AFG;2023;10700
;Bangladesh;OE.5T8.40530;BGD;2000;66
;Bangladesh;OE.5T8.40530;BGD;2001;46
;Bangladesh;OE.5T8.40530;BGD;2002;55
;Bangladesh;OE.5T8.40530;BGD;2003;50
;Bangladesh;OE.5T8.40530;BGD;2004;43
;Bangladesh;OE.5T8.40530;BGD;2005;58
;Bangladesh;OE.5T8.40530;BGD;2006;102
;Bangladesh;OE.5T8.40530;BGD;2007;235
;Bangladesh;OE.5T8.40530;BGD;2008;340
;Bangladesh;OE.5T8.40530;BGD;2009;215
;Bangladesh;OE.5T8.40530;BGD;2010;215
;Bangladesh;OE.5T8.40530;BGD;2011;218
;Bangladesh;OE.5T8.40530;BGD;2012;207
;Bangladesh;OE.5T8.40530;BGD;2013;255
;Bangladesh;OE.5T8.40530;BGD;2014;362
;Bangladesh;OE.5T8.40530;BGD;2015;480
;Bangladesh;OE.5T8.40530;BGD;2016;684
;Bangladesh;OE.5T8.40530;BGD;2017;984
;Bangladesh;OE.5T8.40530;BGD;2018;1477
;Bangladesh;OE.5T8.40530;BGD;2019;1615
;Bangladesh;OE.5T8.40530;BGD;2020;2169
;Bangladesh;OE.5T8.40530;BGD;2021;2284
;Bangladesh;OE.5T8.40530;BGD;2022;2342
;Bangladesh;OE.5T8.40530;BGD;2023;2763
;India;OE.5T8.40530;IND;2000;1473
;India;OE.5T8.40530;IND;2001;1581
;India;OE.5T8.40530;IND;2002;1589
;India;OE.5T8.40530;IND;2003;1547
;India;OE.5T8.40530;IND;2004;1833
;India;OE.5T8.40530;IND;2005;2288
;India;OE.5T8.40530;IND;2006;2396
;India;OE.5T8.40530;IND;2007;2782
;India;OE.5T8.40530;IND;2008;7344
;India;OE.5T8.40530;IND;2009;7675
;India;OE.5T8.40530;IND;2010;7362
;India;OE.5T8.40530;IND;2011;6673
;India;OE.5T8.40530;IND;2012;6514
;India;OE.5T8.40530;IND;2013;6771
;India;OE.5T8.40530;IND;2014;7643
;India;OE.5T8.40530;IND;2015;9906
;India;OE.5T8.40530;IND;2016;12972
;India;OE.5T8.40530;IND;2017;17479
;India;OE.5T8.40530;IND;2018;23841
;India;OE.5T8.40530;IND;2019;31246
;India;OE.5T8.40530;IND;2020;41231
;India;OE.5T8.40530;IND;2021;44046
;India;OE.5T8.40530;IND;2022;45801
;India;OE.5T8.40530;IND;2023;51205
;Sri Lanka;OE.5T8.40530;LKA;2000;162
;Sri Lanka;OE.5T8.40530;LKA;2001;185
;Sri Lanka;OE.5T8.40530;LKA;2002;197
;Sri Lanka;OE.5T8.40530;LKA;2003;83
;Sri Lanka;OE.5T8.40530;LKA;2004;114
;Sri Lanka;OE.5T8.40530;LKA;2005;190
;Sri Lanka;OE.5T8.40530;LKA;2006;200
;Sri Lanka;OE.5T8.40530;LKA;2007;213
;Sri Lanka;OE.5T8.40530;LKA;2008;951
;Sri Lanka;OE.5T8.40530;LKA;2009;917
;Sri Lanka;OE.5T8.40530;LKA;2010;895
;Sri Lanka;OE.5T8.40530;LKA;2011;814
;Sri Lanka;OE.5T8.40530;LKA;2012;778
;Sri Lanka;OE.5T8.40530;LKA;2013;748
;Sri Lanka;OE.5T8.40530;LKA;2014;645
;Sri Lanka;OE.5T8.40530;LKA;2015;819
;Sri Lanka;OE.5T8.40530;LKA;2016;891
;Sri Lanka;OE.5T8.40530;LKA;2017;1059
;Sri Lanka;OE.5T8.40530;LKA;2018;1379
;Sri Lanka;OE.5T8.40530;LKA;2019;1654
;Sri Lanka;OE.5T8.40530;LKA;2020;2348
;Sri Lanka;OE.5T8.40530;LKA;2021;2518
;Sri Lanka;OE.5T8.40530;LKA;2022;2835
;Sri Lanka;OE.5T8.40530;LKA;2023;2992
;Nepal;OE.5T8.40530;NPL;2000;72
;Nepal;OE.5T8.40530;NPL;2001;61
;Nepal;OE.5T8.40530;NPL;2002;67
;Nepal;OE.5T8.40530;NPL;2003;19
;Nepal;OE.5T8.40530;NPL;2004;57
;Nepal;OE.5T8.40530;NPL;2005;52
;Nepal;OE.5T8.40530;NPL;2006;87
;Nepal;OE.5T8.40530;NPL;2007;87
;Nepal;OE.5T8.40530;NPL;2008;272
;Nepal;OE.5T8.40530;NPL;2009;205
;Nepal;OE.5T8.40530;NPL;2010;191
;Nepal;OE.5T8.40530;NPL;2011;220
;Nepal;OE.5T8.40530;NPL;2012;214
;Nepal;OE.5T8.40530;NPL;2013;244
;Nepal;OE.5T8.40530;NPL;2014;290
;Nepal;OE.5T8.40530;NPL;2015;252
;Nepal;OE.5T8.40530;NPL;2016;323
;Nepal;OE.5T8.40530;NPL;2017;610
;Nepal;OE.5T8.40530;NPL;2018;657
;Nepal;OE.5T8.40530;NPL;2019;433
;Nepal;OE.5T8.40530;NPL;2020;498
;Nepal;OE.5T8.40530;NPL;2021;447
;Nepal;OE.5T8.40530;NPL;2022;438
;Nepal;OE.5T8.40530;NPL;2023;434
;Pakistan;OE.5T8.40530;PAK;2000;705
;Pakistan;OE.5T8.40530;PAK;2001;674
;Pakistan;OE.5T8.40530;PAK;2002;655
;Pakistan;OE.5T8.40530;PAK;2003;425
;Pakistan;OE.5T8.40530;PAK;2004;407
;Pakistan;OE.5T8.40530;PAK;2005;396
;Pakistan;OE.5T8.40530;PAK;2006;462
;Pakistan;OE.5T8.40530;PAK;2007;454
;Pakistan;OE.5T8.40530;PAK;2008;617
;Pakistan;OE.5T8.40530;PAK;2009;751
;Pakistan;OE.5T8.40530;PAK;2010;683
;Pakistan;OE.5T8.40530;PAK;2011;725
;Pakistan;OE.5T8.40530;PAK;2012;742
;Pakistan;OE.5T8.40530;PAK;2013;610
;Pakistan;OE.5T8.40530;PAK;2014;1287
;Pakistan;OE.5T8.40530;PAK;2015;1749
;Pakistan;OE.5T8.40530;PAK;2016;2219
;Pakistan;OE.5T8.40530;PAK;2017;2567
;Pakistan;OE.5T8.40530;PAK;2018;3204
;Pakistan;OE.5T8.40530;PAK;2019;3995
;Pakistan;OE.5T8.40530;PAK;2020;4772
;Pakistan;OE.5T8.40530;PAK;2021;5569
;Pakistan;OE.5T8.40530;PAK;2022;6866
;Pakistan;OE.5T8.40530;PAK;2023;7441
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2000;686
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2001;675
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2002;673
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2003;664
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2004;929
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2005;1103
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2006;1356
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2007;1503
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2008;1603
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2009;2122
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2010;3997
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2011;5067
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2012;4947
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2013;7644
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2014;12170
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2015;15153
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2016;18319
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2017;18392
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2018;18227
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2019;18580
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2020;17761
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2021;17332
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2022;16400
South & West Asia;Afghanistan;OE.5T8.40535;AFG;2023;16398
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2000;68
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2001;644
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2002;613
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2003;440
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2004;387
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2005;404
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2006;412
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2007;452
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2008;512
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2009;574
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2010;632
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2011;688
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2012;685
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2013;942
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2014;910
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2015;1141
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2016;1308
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2017;1766
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2018;1814
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2019;2360
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2020;2555
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2021;3052
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2022;2918
South & West Asia;Bangladesh;OE.5T8.40535;BGD;2023;2921
South & West Asia;India;OE.5T8.40535;IND;2000;9
South & West Asia;India;OE.5T8.40535;IND;2001;9
South & West Asia;India;OE.5T8.40535;IND;2002;9
South & West Asia;India;OE.5T8.40535;IND;2003;9
South & West Asia;India;OE.5T8.40535;IND;2004;65
South & West Asia;India;OE.5T8.40535;IND;2005;54
South & West Asia;India;OE.5T8.40535;IND;2006;57
South & West Asia;India;OE.5T8.40535;IND;2007;34
South & West Asia;India;OE.5T8.40535;IND;2008;165
South & West Asia;India;OE.5T8.40535;IND;2009;304
South & West Asia;India;OE.5T8.40535;IND;2010;462
South & West Asia;India;OE.5T8.40535;IND;2011;627
South & West Asia;India;OE.5T8.40535;IND;2012;766
South & West Asia;India;OE.5T8.40535;IND;2013;940
South & West Asia;India;OE.5T8.40535;IND;2014;1098
South & West Asia;India;OE.5T8.40535;IND;2015;1244
South & West Asia;India;OE.5T8.40535;IND;2016;1437
South & West Asia;India;OE.5T8.40535;IND;2017;1590
South & West Asia;India;OE.5T8.40535;IND;2018;1831
South & West Asia;India;OE.5T8.40535;IND;2019;2052
South & West Asia;India;OE.5T8.40535;IND;2020;2167
South & West Asia;India;OE.5T8.40535;IND;2021;2311
South & West Asia;India;OE.5T8.40535;IND;2022;2311
South & West Asia;India;OE.5T8.40535;IND;2023;2312
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2000;502
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2001;400
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2002;521
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2003;408
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2004;368
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2005;422
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2006;449
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2007;538
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2008;628
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2009;716
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2010;807
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2011;894
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2012;1173
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2013;1089
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2014;1355
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2015;1791
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2016;1414
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2017;1534
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2018;1555
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2019;1603
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2020;1559
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2021;1294
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2022;1084
South & West Asia;Sri Lanka;OE.5T8.40535;LKA;2023;1088
South & West Asia;Nepal;OE.5T8.40535;NPL;2000;793
South & West Asia;Nepal;OE.5T8.40535;NPL;2001;842
South & West Asia;Nepal;OE.5T8.40535;NPL;2002;894
South & West Asia;Nepal;OE.5T8.40535;NPL;2003;822
South & West Asia;Nepal;OE.5T8.40535;NPL;2004;701
South & West Asia;Nepal;OE.5T8.40535;NPL;2005;1121
South & West Asia;Nepal;OE.5T8.40535;NPL;2006;1272
South & West Asia;Nepal;OE.5T8.40535;NPL;2007;2030
South & West Asia;Nepal;OE.5T8.40535;NPL;2008;2789
South & West Asia;Nepal;OE.5T8.40535;NPL;2009;3547
South & West Asia;Nepal;OE.5T8.40535;NPL;2010;4306
South & West Asia;Nepal;OE.5T8.40535;NPL;2011;5064
South & West Asia;Nepal;OE.5T8.40535;NPL;2012;5501
South & West Asia;Nepal;OE.5T8.40535;NPL;2013;7003
South & West Asia;Nepal;OE.5T8.40535;NPL;2014;8211
South & West Asia;Nepal;OE.5T8.40535;NPL;2015;8587
South & West Asia;Nepal;OE.5T8.40535;NPL;2016;9172
South & West Asia;Nepal;OE.5T8.40535;NPL;2017;10526
South & West Asia;Nepal;OE.5T8.40535;NPL;2018;11520
South & West Asia;Nepal;OE.5T8.40535;NPL;2019;12778
South & West Asia;Nepal;OE.5T8.40535;NPL;2020;13909
South & West Asia;Nepal;OE.5T8.40535;NPL;2021;13591
South & West Asia;Nepal;OE.5T8.40535;NPL;2022;13043
South & West Asia;Nepal;OE.5T8.40535;NPL;2023;13135
South & West Asia;Pakistan;OE.5T8.40535;PAK;2000;20
South & West Asia;Pakistan;OE.5T8.40535;PAK;2001;16
South & West Asia;Pakistan;OE.5T8.40535;PAK;2002;14
South & West Asia;Pakistan;OE.5T8.40535;PAK;2003;14
South & West Asia;Pakistan;OE.5T8.40535;PAK;2004;92
South & West Asia;Pakistan;OE.5T8.40535;PAK;2005;68
South & West Asia;Pakistan;OE.5T8.40535;PAK;2006;85
South & West Asia;Pakistan;OE.5T8.40535;PAK;2007;59
South & West Asia;Pakistan;OE.5T8.40535;PAK;2008;48
South & West Asia;Pakistan;OE.5T8.40535;PAK;2009;36
South & West Asia;Pakistan;OE.5T8.40535;PAK;2010;83
South & West Asia;Pakistan;OE.5T8.40535;PAK;2011;101
South & West Asia;Pakistan;OE.5T8.40535;PAK;2012;89
South & West Asia;Pakistan;OE.5T8.40535;PAK;2013;157
South & West Asia;Pakistan;OE.5T8.40535;PAK;2014;196
South & West Asia;Pakistan;OE.5T8.40535;PAK;2015;206
South & West Asia;Pakistan;OE.5T8.40535;PAK;2016;247
South & West Asia;Pakistan;OE.5T8.40535;PAK;2017;273
South & West Asia;Pakistan;OE.5T8.40535;PAK;2018;341
South & West Asia;Pakistan;OE.5T8.40535;PAK;2019;421
South & West Asia;Pakistan;OE.5T8.40535;PAK;2020;403
South & West Asia;Pakistan;OE.5T8.40535;PAK;2021;408
South & West Asia;Pakistan;OE.5T8.40535;PAK;2022;444
South & West Asia;Pakistan;OE.5T8.40535;PAK;2023;445
